method,seed,query,ro,parent_r2,child_r2
BIF,8026546,16,0.9778613180704889,0.06997216632209001,0.18361058212100154
BIF,8026546,17,0.9778613180704889,0.06045725125055115,0.20059365112963998
BIF,8026546,18,0.9778613180704889,0.06530967827084214,0.1812803466810109
BIF,8026546,19,0.9778613180704889,0.054784142586643,0.2183029862057687
BIF,6735254,0,0.9071229148036009,0.0,0.0
BIF,6735254,1,0.9071229148036009,0.0,0.0
BIF,6735254,2,0.9766452064832019,0.0,0.0
BIF,6735254,3,0.9251558882405762,0.04425034434658288,0.12061115067508438
BIF,6735254,4,0.950276476097432,0.04846284243075093,0.26662445664237466
BIF,6735254,5,0.9363822800127444,0.03788213373425123,0.2302493557114069
BIF,6735254,6,0.9880324394346691,0.02909382118846583,0.20218079153458637
BIF,6735254,7,0.9391206890341658,0.00756147160367913,0.08933969372364231
BIF,6735254,8,0.937694484424912,0.05636109086685218,0.02318925406417121
BIF,6735254,9,0.942438046158019,0.07121072964832459,0.17846889496435767
BIF,6735254,10,0.942438046158019,0.07424420213121703,0.1848275671352611
BIF,6735254,11,0.942438046158019,0.062209962888272095,0.18199034314024826
BIF,6735254,12,0.9391206890341658,0.1084055523569563,0.14373575265484384
BIF,6735254,13,0.9413872525930824,0.13566547283666583,0.19112578661051313
